Frequency (Hz)	Level (dB)
9453.076172	-105.732910
9474.609375	-106.205612
9496.142578	-107.437256
9517.675781	-108.074699
9539.208984	-106.081596
9560.742188	-105.261383
9582.275391	-104.963020
9603.808594	-104.323959
9625.341797	-104.070168
9646.875000	-105.725197
9668.408203	-106.342659
9689.941406	-105.466576
9711.474609	-105.174797
9733.007812	-105.689095
9754.541016	-104.902832
9776.074219	-104.432007
9797.607422	-103.895653
9819.140625	-103.698257
9840.673828	-103.844414
9862.207031	-104.147102
9883.740234	-103.323776
9905.273438	-101.848610
9926.806641	-102.742775
9948.339844	-102.879143
9969.873047	-102.468307
9991.406250	-102.882538
10012.939453	-102.376556
10034.472656	-101.160866
10056.005859	-101.553139
10077.539062	-102.414589
10099.072266	-102.281464
10120.605469	-102.052948
10142.138672	-102.805443
10163.671875	-102.040146
10185.205078	-101.270767
10206.738281	-102.399414
10228.271484	-102.576920
10249.804688	-101.090607
10271.337891	-101.008499
10292.871094	-100.705589
10314.404297	-100.585045
10335.937500	-102.078445
10357.470703	-101.521584
10379.003906	-101.016922
10400.537109	-101.289543
10422.070312	-101.281754
10443.603516	-101.923637
10465.136719	-101.528152
10486.669922	-101.161209
10508.203125	-100.615837
10529.736328	-98.486633
10551.269531	-99.468391
10572.802734	-100.494652
10594.335938	-100.981590
10615.869141	-97.285057
10637.402344	-95.015579
10658.935547	-100.088448
10680.468750	-101.317062
10702.001953	-100.491524
10723.535156	-101.150566
10745.068359	-100.899742
10766.601562	-100.587257
10788.134766	-101.582748
10809.667969	-101.358261
10831.201172	-101.027176
10852.734375	-100.767906
10874.267578	-101.226837
10895.800781	-101.142426
10917.333984	-100.895706
10938.867188	-101.481262
10960.400391	-101.817085
10981.933594	-101.480682
11003.466797	-101.031647
11025.000000	-101.322731
11046.533203	-101.673187
11068.066406	-101.569038
11089.599609	-100.855705
11111.132812	-100.850845
11132.666016	-101.456497
11154.199219	-101.513725
11175.732422	-101.612747
11197.265625	-101.274689
11218.798828	-101.205772
11240.332031	-100.706070
11261.865234	-100.933044
11283.398438	-100.438095
11304.931641	-101.078796
