Frequency (Hz)	Level (dB)
7062.890625	-98.817719
7084.423828	-99.578682
7105.957031	-99.743958
7127.490234	-99.357086
7149.023438	-99.559395
7170.556641	-99.995583
7192.089844	-98.560165
7213.623047	-98.790115
7235.156250	-98.833763
7256.689453	-100.181458
7278.222656	-99.193840
7299.755859	-98.826775
7321.289062	-99.352020
7342.822266	-98.812019
7364.355469	-99.707481
7385.888672	-99.515137
7407.421875	-98.025864
7428.955078	-99.182770
7450.488281	-99.021370
7472.021484	-99.125534
7493.554688	-99.474625
7515.087891	-99.273193
7536.621094	-99.478012
7558.154297	-100.296761
7579.687500	-100.196274
7601.220703	-100.375656
7622.753906	-99.917694
7644.287109	-99.481056
7665.820312	-99.568947
7687.353516	-100.634247
7708.886719	-101.826302
7730.419922	-101.931908
7751.953125	-101.058853
7773.486328	-101.474907
7795.019531	-101.212059
7816.552734	-101.062012
7838.085938	-101.483665
7859.619141	-100.342964
7881.152344	-101.158669
7902.685547	-101.685486
7924.218750	-103.045303
7945.751953	-103.406937
7967.285156	-104.848061
7988.818359	-104.217499
8010.351562	-102.378639
8031.884766	-101.410385
8053.417969	-101.728577
8074.951172	-101.187798
8096.484375	-102.430847
8118.017578	-103.165619
8139.550781	-103.039925
8161.083984	-102.861465
8182.617188	-103.134857
8204.150391	-103.790276
8225.683594	-102.469055
8247.216797	-103.862808
8268.750000	-104.830528
8290.283203	-106.085091
8311.816406	-105.330559
8333.349609	-104.889290
8354.882812	-104.560036
8376.416016	-104.922386
8397.949219	-104.765221
8419.482422	-106.106415
8441.015625	-107.852631
8462.548828	-107.789246
8484.082031	-109.309326
8505.615234	-109.451538
8527.148438	-108.181435
8548.681641	-109.117836
8570.214844	-111.030258
8591.748047	-110.632912
8613.281250	-110.369240
8634.814453	-110.444160
8656.347656	-112.210678
8677.880859	-113.256958
8699.414062	-113.991760
8720.947266	-116.592705
8742.480469	-119.323639
8764.013672	-121.278130
8785.546875	-121.669418
8807.080078	-121.880394
8828.613281	-121.984489
8850.146484	-123.342178
8871.679688	-123.872803
